,QtdDependentes,NivelDeEducacao,EstaEmpregado,RendaAnual,ValorDoEmprestimo,PeriodoDePagamento,ScoreCivil,ValorPossesImobiliarias,ValorPossesComerciais,ValorPossesLuxuosas,ValorPossesFinanceiras,StatusDoEmprestimo
0,-1.475463848163533,0,1,-0.3113638996044959,-0.29796190439336895,-0.5052468767627439,-1.06308350223647,-0.7305124515572027,-0.6227037058226488,-0.6734477274182631,-0.49359006941215006,0
1,0.2951776314337897,1,0,1.5016597839407846,1.6635295339601186,1.5975409058811356,-0.5466206686537933,-0.013423067196307422,-0.07565212799201856,2.053094707010354,2.505373564222685,0
2,0.2951776314337897,1,0,1.175315520902634,1.7756147590088893,-0.5052468767627439,-0.7729358429203594,1.7955978797141328,-0.3610703425123473,0.9402202439782653,0.9585396900320858,0
3,1.4756052844986713,0,1,1.7554830996371238,1.0470607961918796,1.5975409058811356,-1.2661868637577474,0.8503436912384074,0.8043873667789951,1.6190736664278393,0.04306658081724149,0
4,-1.475463848163533,1,1,-0.05754058390815663,-0.152251111829967,-0.15478224632209733,-1.6317729144960467,-0.062315525220913916,0.8281722179890226,-0.12813924053253972,0.07463461906602922,0
5,1.4756052844986713,1,0,1.356617889257162,2.033410776621062,-1.2061761376440372,0.45148727939362693,2.496389778066826,2.3741875466408033,1.5968161771671976,-0.17790968692427267,1
6,-0.29503619509865114,1,1,0.26880367912999387,0.015876725743189074,1.5975409058811356,-1.2661868637577474,0.9807235793040247,0.20976608652831022,-0.33958538850863657,0.35874696330511885,0
7,-1.475463848163533,1,1,-1.507959530744381,-1.418814154881076,1.5975409058811356,1.0549944107711369,-0.958677255672033,-0.9556916227630323,-1.3411724052375162,-1.345927102129419,1
8,1.4756052844986713,0,0,-1.3991781097316642,-1.1834351822786575,-0.15478224632209733,-1.231369144639814,-0.6490250215161919,-0.8129825155028679,-1.2855286820859118,-1.0302467196415415,0
9,0.8853914579662305,1,1,-0.7464895836553632,-0.41004712944213967,-1.5566407680846837,-0.30869958801458264,0.1495517928857142,-0.028082425571963766,-0.5955465150060169,-0.5567261459097255,1
10,-0.29503619509865114,0,1,0.6314084158390499,0.8789329586187236,1.2470762754404892,-0.36092616669148253,1.32297078547627,0.23355093773833763,0.6174866496989596,0.4850191163002698,0
11,0.2951776314337897,0,1,0.014980363433654591,-0.36521303942263134,0.8966116449998425,-1.6781965399866243,-0.12750546925372258,1.1373752837193787,-0.027980538859651745,-0.17790968692427267,0
12,-0.29503619509865114,1,1,1.5016597839407846,1.8652829390479058,0.5461470145591959,0.4572902325799491,0.5895839151071727,2.8023148684212966,0.6731303728505641,0.04306658081724149,1
13,-0.885250021631092,0,0,-1.1090943203644192,-0.8359709846274683,-0.8557115072033905,-0.7613299365477151,-0.86089233962282,-0.8605522179229227,-0.9961813216975688,-0.9355426048951784,0
14,1.4756052844986713,0,0,-0.09380105757906224,-0.466089741966525,-0.15478224632209733,1.1246298490070032,-0.24158787131113774,-0.21836123525218296,0.1723368644861242,-0.14634164867548494,1
15,-0.29503619509865114,1,1,-1.6167409517570979,-1.4860652899103386,-1.2061761376440372,0.36444298159879374,-0.958677255672033,-1.1221855812332242,-1.5081035746923295,-1.3143590638806313,1
16,0.8853914579662305,0,1,-0.7464895836553632,-0.6118005345299269,0.5461470145591959,1.0433885043984923,-0.6979174795407983,-0.47999459856248433,-0.9071513646550017,-0.17790968692427267,1
17,-0.29503619509865114,1,0,-0.8190105309971745,-0.5109238319860333,-0.15478224632209733,0.7880585642003152,-1.0075697136966395,-1.1459704324432516,-0.9627950878066062,-0.49359006941215006,1
18,1.4756052844986713,1,0,0.4863665211554275,-0.02895736427631921,0.19568238411854927,0.30061049654924943,0.5080964850661619,-0.31350064009229256,0.9624777332389071,0.3271789250563311,1
19,-0.29503619509865114,1,0,0.014980363433654591,0.5090517159577802,0.19568238411854927,-1.6549847272413354,0.37771659700054455,-0.7654128130828132,0.35039677857125834,0.3903150015539066,0
